form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,analysed_phon_form,paradigm_tag,morphanalysis_tag,overabundance_tag,order_tag,source,page,language_id
monsang001,no_stem,1.sg,kɘ́,kɘ́,k ɘ ⁵,kɘ́,k ɘ ⁵,default,,,,Konnerth2025Monsang,1,monsang
monsang002,no_stem,1.pl.excl,kín-n-ʷú,kínnʷú,k i ⁵ n n ʉ ⁵,kín+n+ʷú,k i ⁵ n + n + ʉ ⁵,default,,,,Konnerth2025Monsang,1,monsang
monsang003,no_stem,1.pl.incl,ì-n-ʷù,ìnʷù,i ¹ n ʉ ¹,ì+n+ʷù,i ¹ + n + ʉ ¹,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang004,no_stem,1.pl.incl,í-n-ʷú,ínʷú,i ⁵ n ʉ ⁵,í+n+ʷú,i ⁵ + n + ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang005,no_stem,1.pl.incl,í-nɘ́,ínɘ́,i ⁵ n ɘ ⁵,í+nɘ́,i ⁵ + n ɘ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang006,no_stem,1.pl.incl,ì-nɘ̀,ìnɘ̀,i ¹ n ɘ ¹,ì+nɘ̀,i ¹ + n ɘ ¹,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang007,no_stem,1.pl.incl,ń̩-n-ʷú,ń̩nʷú,n̩ ⁵ n ʉ ⁵,ń̩+n+ʷú,n̩ ⁵ + n + ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang008,no_stem,2.sg,náŋ,náŋ,n a ⁵ ŋ,náŋ,n a ⁵ ŋ,default,,,,Konnerth2025Monsang,1,monsang
monsang009,no_stem,2.pl,nín-n-ʷú,nínnʷú,n i ⁵ n n ʉ ⁵,nín+n+ʷú,n i ⁵ n + n + ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang010,no_stem,2.pl,níŋ-n-ʷú,níŋnʷú,n i ⁵ ŋ n ʉ ⁵,níŋ+n+ʷú,n i ⁵ ŋ + n + ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang011,no_stem,3.sg,á-má,ámá,a ⁵ m a ⁵,á+má,a ⁵ + m a ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang012,no_stem,3.sg,á-mà,ámà,a ⁵ m a ¹,á+mà,a ⁵ + m a ¹,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang013,no_stem,3.pl,í-nʷú,ínʷú,i ⁵ n ʉ ⁵,í+nʷú,i ⁵ + n ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang014,no_stem,3.pl,ḿ̩-mé-nɘ̀,ḿ̩ménɘ̀,m̩ ⁵ m e ⁵ n ɘ ¹,ḿ̩+mé+nɘ̀,m̩ ⁵ + m e ⁵ + n ɘ ¹,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang015,no_stem,3.pl,ḿ̩-mé-nɘ́,ḿ̩ménɘ́,m̩ ⁵ m e ⁵ n ɘ ⁵,ḿ̩+mé+nɘ́,m̩ ⁵ + m e ⁵ + n ɘ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang016,no_stem,3.pl,ń̩-nʷú,ń̩nʷú,n̩ ⁵ n ʉ ⁵,ń̩+nʷú,n̩ ⁵ + n ʉ ⁵,unspec_var,,,,Konnerth2025Monsang,1,monsang
monsang017,si,1.sg.fut.aff,sí-váŋ-kí-tè,Σváŋkítè,Σ v a ⁵ ŋ k i ⁵ t e ¹,Σ+váŋ+kí+tè,Σ + v a ⁵ ŋ + k i ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang018,si,1.sg.fut.aff,sí-váŋ-gé-tè,Σváŋgétè,Σ v a ⁵ ŋ g e ⁵ t e ¹,Σ+váŋ+gé+tè,Σ + v a ⁵ ŋ + g e ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang019,si,1.pl.excl.fut.aff,sí-váŋ-kíŋ-tè,Σváŋkíŋtè,Σ v a ⁵ ŋ k i ⁵ ŋ t e ¹,Σ+váŋ+kíŋ+tè,Σ + v a ⁵ ŋ + k i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang020,si,1.pl.excl.fut.aff,sí-váŋ-kín-tè,Σváŋkíntè,Σ v a ⁵ ŋ k i ⁵ n t e ¹,Σ+váŋ+kín+tè,Σ + v a ⁵ ŋ + k i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang021,si,1.pl.excl.fut.aff,sí-váŋ-gín-tè,Σváŋgíntè,Σ v a ⁵ ŋ g i ⁵ n t e ¹,Σ+váŋ+gín+tè,Σ + v a ⁵ ŋ + g i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang022,si,1.pl.excl.fut.aff,sí-váŋ-gíŋ-tè,Σváŋgíŋtè,Σ v a ⁵ ŋ g i ⁵ ŋ t e ¹,Σ+váŋ+gíŋ+tè,Σ + v a ⁵ ŋ + g i ⁵ ŋ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang023,si,1.pl.incl.fut.aff,sí-vá-té-r-ʷù,Σvátérʷù,Σ v a ⁵ t e ⁵ r ʉ ¹,Σ+vá+té+r+ʷù,Σ + v a ⁵ + t e ⁵ + r + ʉ ¹,hort,,,,Konnerth2025Monsang,nopage,monsang
monsang024,mu,1.sg.2.sg.fut.aff,m̥ú-váŋ-ké-tʃɘ̀,Σváŋkétʃɘ̀,Σ v a ⁵ ŋ k e ⁵ tʃ ɘ ¹,Σ+váŋ+ké+tʃɘ̀,Σ + v a ⁵ ŋ + k e ⁵ + tʃ ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang025,mu,1.sg.2.sg.fut.aff,m̥ú-váŋ-kí-té-ké-tʃɘ̀,Σváŋkítékétʃɘ̀,Σ v a ⁵ ŋ k i ⁵ t e ⁵ k e ⁵ tʃ ɘ ¹,Σ+váŋ+kí+té+ké+tʃɘ̀,Σ + v a ⁵ ŋ + k i ⁵ + t e ⁵ + k e ⁵ + tʃ ɘ ¹,pragm_marked,,,,Konnerth2025Monsang,nopage,monsang
monsang026,mu,1.sg.2.sg.fut.aff,m̥ú-váŋ-gé-té-gé-tʃɘ̀,Σváŋgétégétʃɘ̀,Σ v a ⁵ ŋ g e ⁵ t e ⁵ g e ⁵ tʃ ɘ ¹,Σ+váŋ+gé+té+gé+tʃɘ̀,Σ + v a ⁵ ŋ + g e ⁵ + t e ⁵ + g e ⁵ + tʃ ɘ ¹,pragm_marked,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang027,mu,1.sg.2.sg.fut.aff,m̥ú-váŋ-gé-tʃɘ̀,Σváŋgétʃɘ̀,Σ v a ⁵ ŋ g e ⁵ tʃ ɘ ¹,Σ+váŋ+gé+tʃɘ̀,Σ + v a ⁵ ŋ + g e ⁵ + tʃ ɘ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang028,mu,1.sg.2.pl.fut.aff,m̥ú-váŋ-ké-tʃ-ʷù,Σváŋkétʃʷù,Σ v a ⁵ ŋ k e ⁵ tʃ ʉ ¹,Σ+váŋ+ké+tʃ+ʷù,Σ + v a ⁵ ŋ + k e ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang029,mu,1.sg.2.pl.fut.aff,m̥ú-váŋ-kí-té-ké-tʃ-ʷù,Σváŋkítékétʃʷù,Σ v a ⁵ ŋ k i ⁵ t e ⁵ k e ⁵ tʃ ʉ ¹,Σ+váŋ+kí+té+ké+tʃ+ʷù,Σ + v a ⁵ ŋ + k i ⁵ + t e ⁵ + k e ⁵ + tʃ + ʉ ¹,pragm_marked,,,,Konnerth2025Monsang,nopage,monsang
monsang030,mu,1.sg.2.pl.fut.aff,m̥ú-váŋ-gé-té-gé-tʃ-ʷù,Σváŋgétégétʃʷù,Σ v a ⁵ ŋ g e ⁵ t e ⁵ g e ⁵ tʃ ʉ ¹,Σ+váŋ+gé+té+gé+tʃ+ʷù,Σ + v a ⁵ ŋ + g e ⁵ + t e ⁵ + g e ⁵ + tʃ + ʉ ¹,pragm_marked,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang031,mu,1.sg.2.pl.fut.aff,m̥ú-váŋ-gé-tʃ-ʷù,Σváŋgétʃʷù,Σ v a ⁵ ŋ g e ⁵ tʃ ʉ ¹,Σ+váŋ+gé+tʃ+ʷù,Σ + v a ⁵ ŋ + g e ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang032,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-kín-tʃɘ̀,Σváŋkíntʃɘ̀,Σ v a ⁵ ŋ k i ⁵ n tʃ ɘ ¹,Σ+váŋ+kín+tʃɘ̀,Σ + v a ⁵ ŋ + k i ⁵ n + tʃ ɘ ¹,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang033,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-kín-tʃ-ʷù,Σváŋkíntʃʷù,Σ v a ⁵ ŋ k i ⁵ n tʃ ʉ ¹,Σ+váŋ+kín+tʃ+ʷù,Σ + v a ⁵ ŋ + k i ⁵ n + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang034,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-gín-tʃ-ʷù,Σváŋgíntʃʷù,Σ v a ⁵ ŋ g i ⁵ n tʃ ʉ ¹,Σ+váŋ+gín+tʃ+ʷù,Σ + v a ⁵ ŋ + g i ⁵ n + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang035,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-kín-té-kín-tʃ-ʷù,Σváŋkíntékíntʃʷù,Σ v a ⁵ ŋ k i ⁵ n t e ⁵ k i ⁵ n tʃ ʉ ¹,Σ+váŋ+kín+té+kín+tʃ+ʷù,Σ + v a ⁵ ŋ + k i ⁵ n + t e ⁵ + k i ⁵ n + tʃ + ʉ ¹,pragm_marked,,,,Konnerth2025Monsang,nopage,monsang
monsang036,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-gín-té-gín-tʃ-ʷù,Σváŋgíntégíntʃʷù,Σ v a ⁵ ŋ g i ⁵ n t e ⁵ g i ⁵ n tʃ ʉ ¹,Σ+váŋ+gín+té+gín+tʃ+ʷù,Σ + v a ⁵ ŋ + g i ⁵ n + t e ⁵ + g i ⁵ n + tʃ + ʉ ¹,pragm_marked,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang037,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-kín-té-kín-tʃɘ̀,Σváŋkíntékíntʃɘ̀,Σ v a ⁵ ŋ k i ⁵ n t e ⁵ k i ⁵ n tʃ ɘ ¹,Σ+váŋ+kín+té+kín+tʃɘ̀,Σ + v a ⁵ ŋ + k i ⁵ n + t e ⁵ + k i ⁵ n + tʃ ɘ ¹,pragm_marked,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang038,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-gín-té-gín-tʃɘ̀,Σváŋgíntégíntʃɘ̀,Σ v a ⁵ ŋ g i ⁵ n t e ⁵ g i ⁵ n tʃ ɘ ¹,Σ+váŋ+gín+té+gín+tʃɘ̀,Σ + v a ⁵ ŋ + g i ⁵ n + t e ⁵ + g i ⁵ n + tʃ ɘ ¹,pragm_marked,morphophon,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang039,mu,1.pl.excl.2.sg.fut.aff,m̥ú-váŋ-gín-tʃɘ̀,Σváŋgíntʃɘ̀,Σ v a ⁵ ŋ g i ⁵ n tʃ ɘ ¹,Σ+váŋ+gín+tʃɘ̀,Σ + v a ⁵ ŋ + g i ⁵ n + tʃ ɘ ¹,,morphophon,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang040,mu,1.pl.excl.2.pl.fut.aff,m̥ú-váŋ-kín-tʃ-ʷù,Σváŋkíntʃʷù,Σ v a ⁵ ŋ k i ⁵ n tʃ ʉ ¹,Σ+váŋ+kín+tʃ+ʷù,Σ + v a ⁵ ŋ + k i ⁵ n + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang041,mu,1.pl.excl.2.pl.fut.aff,m̥ú-váŋ-gín-tʃ-ʷù,Σváŋgíntʃʷù,Σ v a ⁵ ŋ g i ⁵ n tʃ ʉ ¹,Σ+váŋ+gín+tʃ+ʷù,Σ + v a ⁵ ŋ + g i ⁵ n + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang042,mu,1.pl.excl.2.pl.fut.aff,m̥ú-váŋ-kín-té-kín-tʃ-ʷù,Σváŋkíntékíntʃʷù,Σ v a ⁵ ŋ k i ⁵ n t e ⁵ k i ⁵ n tʃ ʉ ¹,Σ+váŋ+kín+té+kín+tʃ+ʷù,Σ + v a ⁵ ŋ + k i ⁵ n + t e ⁵ + k i ⁵ n + tʃ + ʉ ¹,pragm_marked,,,,Konnerth2025Monsang,nopage,monsang
monsang043,mu,1.pl.excl.2.pl.fut.aff,m̥ú-váŋ-gín-té-gín-tʃ-ʷù,Σváŋgíntégíntʃʷù,Σ v a ⁵ ŋ g i ⁵ n t e ⁵ g i ⁵ n tʃ ʉ ¹,Σ+váŋ+gín+té+gín+tʃ+ʷù,Σ + v a ⁵ ŋ + g i ⁵ n + t e ⁵ + g i ⁵ n + tʃ + ʉ ¹,pragm_marked,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang044,mu,1.sg.3.sg.fut.aff,m̥ú-váŋ-kí-tè,Σváŋkítè,Σ v a ⁵ ŋ k i ⁵ t e ¹,Σ+váŋ+kí+tè,Σ + v a ⁵ ŋ + k i ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang045,mu,1.sg.3.sg.fut.aff,m̥ú-váŋ-gé-tè,Σváŋgétè,Σ v a ⁵ ŋ g e ⁵ t e ¹,Σ+váŋ+gé+tè,Σ + v a ⁵ ŋ + g e ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang046,mu,1.sg.3.pl.fut.aff,m̥ú-hé-ŋ-kí-tè,Σhéŋkítè,Σ h e ⁵ ŋ k i ⁵ t e ¹,Σ+hé+ŋ+kí+tè,Σ + h e ⁵ + ŋ + k i ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang047,mu,1.sg.3.pl.fut.aff,m̥ú-hé-váŋ-kí-tè,Σhéváŋkítè,Σ h e ⁵ v a ⁵ ŋ k i ⁵ t e ¹,Σ+hé+váŋ+kí+tè,Σ + h e ⁵ + v a ⁵ ŋ + k i ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang048,mu,1.sg.3.pl.fut.aff,m̥ú-hé-ŋ-gé-tè,Σhéŋgétè,Σ h e ⁵ ŋ g e ⁵ t e ¹,Σ+hé+ŋ+gé+tè,Σ + h e ⁵ + ŋ + g e ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang049,mu,1.sg.3.pl.fut.aff,m̥ú-hé-váŋ-gé-tè,Σhéváŋgétè,Σ h e ⁵ v a ⁵ ŋ g e ⁵ t e ¹,Σ+hé+váŋ+gé+tè,Σ + h e ⁵ + v a ⁵ ŋ + g e ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang050,mu,1.pl.excl.3.sg.fut.aff,m̥ú-váŋ-kín-tè,Σváŋkíntè,Σ v a ⁵ ŋ k i ⁵ n t e ¹,Σ+váŋ+kín+tè,Σ + v a ⁵ ŋ + k i ⁵ n + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang051,mu,1.pl.excl.3.sg.fut.aff,m̥ú-váŋ-gín-tè,Σváŋgíntè,Σ v a ⁵ ŋ g i ⁵ n t e ¹,Σ+váŋ+gín+tè,Σ + v a ⁵ ŋ + g i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang052,mu,1.pl.incl.3.sg.fut.aff,m̥ú-váŋ-í-tè-kà,Σváŋítèkà,Σ v a ⁵ ŋ i ⁵ t e ¹ k a ¹,Σ+váŋ+í+tè+kà,Σ + v a ⁵ ŋ + i ⁵ + t e ¹ + k a ¹,emph,,,,Konnerth2025Monsang,nopage,monsang
monsang053,mu,1.pl.incl.3.sg.fut.aff,m̥ú-vá-tè,Σvátè,Σ v a ⁵ t e ¹,Σ+vá+tè,Σ + v a ⁵ + t e ¹,hort,,,,Konnerth2025Monsang,nopage,monsang
monsang054,mu,1.pl.excl.3.pl.fut.aff,m̥ú-hé-váŋ-kín-tè,Σhéváŋkíntè,Σ h e ⁵ v a ⁵ ŋ k i ⁵ n t e ¹,Σ+hé+váŋ+kín+tè,Σ + h e ⁵ + v a ⁵ ŋ + k i ⁵ n + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang055,mu,1.pl.excl.3.pl.fut.aff,m̥ú-hé-ŋ-kín-tè,Σhéŋkíntè,Σ h e ⁵ ŋ k i ⁵ n t e ¹,Σ+hé+ŋ+kín+tè,Σ + h e ⁵ + ŋ + k i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang056,mu,1.pl.excl.3.pl.fut.aff,m̥ú-hé-ŋ-gín-tè,Σhéŋgíntè,Σ h e ⁵ ŋ g i ⁵ n t e ¹,Σ+hé+ŋ+gín+tè,Σ + h e ⁵ + ŋ + g i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang057,mu,1.pl.excl.3.pl.fut.aff,m̥ú-hé-váŋ-gín-tè,Σhéváŋgíntè,Σ h e ⁵ v a ⁵ ŋ g i ⁵ n t e ¹,Σ+hé+váŋ+gín+tè,Σ + h e ⁵ + v a ⁵ ŋ + g i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang058,mu,1.pl.incl.3.pl.fut.aff,m̥ú-hé-váŋ-í-tè-kà,Σhéváŋítèkà,Σ h e ⁵ v a ⁵ ŋ i ⁵ t e ¹ k a ¹,Σ+hé+váŋ+í+tè+kà,Σ + h e ⁵ + v a ⁵ ŋ + i ⁵ + t e ¹ + k a ¹,emph,,,,Konnerth2025Monsang,nopage,monsang
monsang059,mu,1.pl.incl.3.pl.fut.aff,m̥ú-hé-ŋ-í-tè-kà,Σhéŋítèkà,Σ h e ⁵ ŋ i ⁵ t e ¹ k a ¹,Σ+hé+ŋ+í+tè+kà,Σ + h e ⁵ + ŋ + i ⁵ + t e ¹ + k a ¹,emph,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang060,mu,1.pl.incl.3.pl.fut.aff,m̥ú-vá-tè-r-ʷù,Σvátèrʷù,Σ v a ⁵ t e ¹ r ʉ ¹,Σ+vá+tè+r+ʷù,Σ + v a ⁵ + t e ¹ + r + ʉ ¹,hort,,,,Konnerth2025Monsang,nopage,monsang
monsang061,si,2.sg.fut.aff,sí-váŋ-ná-tè,Σváŋnátè,Σ v a ⁵ ŋ n a ⁵ t e ¹,Σ+váŋ+ná+tè,Σ + v a ⁵ ŋ + n a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang062,si,2.pl.fut.aff,sí-váŋ-níŋ-tè,Σváŋníŋtè,Σ v a ⁵ ŋ n i ⁵ ŋ t e ¹,Σ+váŋ+níŋ+tè,Σ + v a ⁵ ŋ + n i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang063,si,2.pl.fut.aff,sí-váŋ-nín-tè,Σváŋníntè,Σ v a ⁵ ŋ n i ⁵ n t e ¹,Σ+váŋ+nín+tè,Σ + v a ⁵ ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang064,mu,2.sg.1.sg.fut.aff,ì-m̥ú-váŋ-ná-tè,ìΣváŋnátè,i ¹ Σ v a ⁵ ŋ n a ⁵ t e ¹,ì+Σ+váŋ+ná+tè,i ¹ + Σ + v a ⁵ ŋ + n a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang065,mu,2.sg.1.pl.excl.fut.aff,ì-m̥ú-váŋ-ná-tè,ìΣváŋnátè,i ¹ Σ v a ⁵ ŋ n a ⁵ t e ¹,ì+Σ+váŋ+ná+tè,i ¹ + Σ + v a ⁵ ŋ + n a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang066,mu,2.pl.1.sg.fut.aff,ì-m̥ú-váŋ-níŋ-tè,ìΣváŋníŋtè,i ¹ Σ v a ⁵ ŋ n i ⁵ ŋ t e ¹,ì+Σ+váŋ+níŋ+tè,i ¹ + Σ + v a ⁵ ŋ + n i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang067,mu,2.pl.1.sg.fut.aff,ì-m̥ú-váŋ-níŋ-tè,ìΣváŋníntè,i ¹ Σ v a ⁵ ŋ n i ⁵ n t e ¹,ì+Σ+váŋ+nín+tè,i ¹ + Σ + v a ⁵ ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang068,mu,2.pl.1.pl.excl.fut.aff,ì-m̥ú-váŋ-níŋ-tè,ìΣváŋníŋtè,i ¹ Σ v a ⁵ ŋ n i ⁵ ŋ t e ¹,ì+Σ+váŋ+níŋ+tè,i ¹ + Σ + v a ⁵ ŋ + n i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang069,mu,2.pl.1.pl.excl.fut.aff,ì-m̥ú-váŋ-níŋ-tè,ìΣváŋníntè,i ¹ Σ v a ⁵ ŋ n i ⁵ n t e ¹,ì+Σ+váŋ+nín+tè,i ¹ + Σ + v a ⁵ ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang070,mu,2.sg.3.sg.fut.aff,m̥ú-váŋ-ná-tè,Σváŋnátè,Σ v a ⁵ ŋ n a ⁵ t e ¹,Σ+váŋ+ná+tè,Σ + v a ⁵ ŋ + n a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang071,mu,2.sg.3.pl.fut.aff,m̥ú-hé-váŋ-ná-tè,Σhéváŋnátè,Σ h e ⁵ v a ⁵ ŋ n a ⁵ t e ¹,Σ+hé+váŋ+ná+tè,Σ + h e ⁵ + v a ⁵ ŋ + n a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang072,mu,2.sg.3.pl.fut.aff,m̥ú-hé-ŋ-ná-tè,Σhéŋnátè,Σ h e ⁵ ŋ n a ⁵ t e ¹,Σ+hé+ŋ+ná+tè,Σ + h e ⁵ + ŋ + n a ⁵ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang073,mu,2.pl.3.sg.fut.aff,m̥ú-váŋ-níŋ-tè,Σváŋníŋtè,Σ v a ⁵ ŋ n i ⁵ ŋ t e ¹,Σ+váŋ+níŋ+tè,Σ + v a ⁵ ŋ + n i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang074,mu,2.pl.3.sg.fut.aff,m̥ú-váŋ-nín-tè,Σváŋníntè,Σ v a ⁵ ŋ n i ⁵ n t e ¹,Σ+váŋ+nín+tè,Σ + v a ⁵ ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang075,mu,2.pl.3.pl.fut.aff,m̥ú-hé-váŋ-níŋ-tè,Σhéváŋníŋtè,Σ h e ⁵ v a ⁵ ŋ n i ⁵ ŋ t e ¹,Σ+hé+váŋ+níŋ+tè,Σ + h e ⁵ + v a ⁵ ŋ + n i ⁵ ŋ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang076,mu,2.pl.3.pl.fut.aff,m̥ú-hé-váŋ-nín-tè,Σhéváŋníntè,Σ h e ⁵ v a ⁵ ŋ n i ⁵ n t e ¹,Σ+hé+váŋ+nín+tè,Σ + h e ⁵ + v a ⁵ ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang077,mu,2.pl.3.pl.fut.aff,m̥ú-hé-ŋ-nín-tè,Σhéŋníntè,Σ h e ⁵ ŋ n i ⁵ n t e ¹,Σ+hé+ŋ+nín+tè,Σ + h e ⁵ + ŋ + n i ⁵ n + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang078,mu,2.pl.3.pl.fut.aff,m̥ú-hé-ŋ-níŋ-tè,Σhéŋníŋtè,Σ h e ⁵ ŋ n i ⁵ ŋ t e ¹,Σ+hé+ŋ+níŋ+tè,Σ + h e ⁵ + ŋ + n i ⁵ ŋ + t e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang079,kar,3.sg.fut.aff,kàr-vá-tè,Σvátè,Σ v a ⁵ t e ¹,Σ+vá+tè,Σ + v a ⁵ + t e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
